category_code,country_code,url,created_at,caption,category_score,country_score,stereotype_score,offensiveness_score,contributors_cnt,contributors,updated_at
RELIG,CHN,https://www.advantour.com/img/china/holidays/holidays3.jpg,2024-08-10T13:57:30.600018,A group of people wearing colorful clothing are dancing.,0,0,0,0,0,,2024-08-11T16:15:25.839228
RELIG,CHN,https://media.npr.org/assets/news/2010/07/12/mazu-overview_wide-163289c4c423215f18a2a23e519e47d95e8fd36a.jpg?s=1400&c=100&f=jpeg,2024-08-10T13:57:30.600018,A group of people are carrying a decorated effigy on a platform.,0,0,0,0,0,,2024-08-11T16:15:25.839228
RELIG,CHN,https://img.traveltriangle.com/blog/wp-content/uploads/2018/07/shutterstock_1040660518.jpg,2024-08-10T13:57:30.600018,"Many round, red, patterned, illuminated objects hang in the air.",0,0,0,0,0,,2024-08-11T16:15:25.839228
RELIG,CHN,https://images.nationalgeographic.org/image/upload/t_edhub_resource_key_image/v1638892099/EducationHub/photos/lighting-incense-for-luck.jpg,2024-08-10T13:57:30.600018,A group of people are lighting incense sticks and the smoke is swirling around them.,0,0,0,0,0,,2024-08-11T16:15:25.839228
RELIG,CHN,https://img.12go.com/0/plain/s3://12go-web-static/static/images/upload-media/1843.jpg,2024-08-10T13:57:30.600018,"A large, illuminated dragon sculpture is on display.",0,0,0,0,0,,2024-08-11T16:15:25.839228
RELIG,CHN,https://www.pewresearch.org/religion/wp-content/uploads/sites/7/2023/08/Chapter_Buddhism-jpg.webp?w=640,2024-08-10T13:57:30.600018,A crowd of people wearing straw hats are gathered in a courtyard.,0,0,0,0,0,,2024-08-11T16:15:25.839228
RELIG,CHN,https://www.pewresearch.org/religion/wp-content/uploads/sites/7/2023/08/Chapter_ConfucianTaoFolk-jpg.webp?w=640,2024-08-10T13:57:30.600018,A large crowd of people are gathered in a space with some smoke and fire.,0,0,0,0,0,,2024-08-11T16:15:25.839228
RELIG,CHN,https://media.npr.org/assets/news/2010/07/22/mazu04_wide-bced34cd8b1c9cf18b4481f1a20ccd09862c586d.jpg?s=1400&c=100&f=jpeg,2024-08-10T13:57:30.600018,A group of people in elaborate clothing are kneeling and praying.,0,0,0,0,0,,2024-08-11T16:15:25.839228
RELIG,CHN,https://www.mdpi.com/religions/religions-12-00221/article_deploy/html/images/religions-12-00221-g004.png,2024-08-10T13:57:30.600018,A group of people wearing long colorful robes with feathered staffs are performing a ritual.,0,0,0,0,0,,2024-08-11T16:15:25.839228
RELIG,CHN,https://www.pewresearch.org/wp-content/uploads/sites/20/2023/08/PF_23.08.27_ChinaReligion_featured-jpg.webp?w=1200&h=628&crop=1,2024-08-10T13:57:30.600018,A group of people are gathered around a small fire with flames and smoke.,0,0,0,0,0,,2024-08-11T16:15:25.839228
