category_code,country_code,url,created_at,caption,category_score,country_score,stereotype_score,offensiveness_score,contributors_cnt,contributors,updated_at
FOOD,US,"https://media.cnn.com/api/v1/images/stellar/prod/150527112722-cnngo-miami-best-eats-joes-keylime-pie.jpg?q=w_1110,c_fill",2024-08-10T15:54:06.722145,Three different desserts are arranged on white plates with green trim.,0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://s.yimg.com/ny/api/res/1.2/75e73y5Dssigs97u7f27Bw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTM3MQ--/https://media.zenfs.com/en/list_wire_usa_today_articles_325/7b69211a834aece9b179e145e0e13bd3,2024-08-10T15:54:06.722145,A grill filled with cooked meat patties.,0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://s.yimg.com/ny/api/res/1.2/yeIzKMHBBm5ywo0_IGmJXw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTQ4MA--/https://media.zenfs.com/en/list_wire_usa_today_articles_325/36047d1f5188e8c9ced30cccfa128209,2024-08-10T15:54:06.722145,"A round, brown, baked good with small, dark pieces embedded in it sits on a plate.",0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,"https://media.cnn.com/api/v1/images/stellar/prod/170203151709-jambalaya.jpg?q=w_1110,c_fill",2024-08-10T15:54:06.722145,"A bowl of cooked fish, shrimp, corn, and tomatoes.",0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9rDhOYoBm4jFSitF3XTb69R_lFdgsvRDlVg&s,2024-08-10T15:54:06.722145,A person is carefully arranging food on a white plate.,0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://assets2.cbsnewsstatic.com/hub/i/r/2015/07/02/3c318d9a-01c0-463b-8faa-412dffdfc342/thumbnail/1200x630/ee52806730a642efdfaa492c69468afb/hot-dogs.jpg?v=8f1da8ceea4c14a7119ef5d6a2829966,2024-08-10T15:54:06.722145,"Two hot dogs with toppings are in the foreground with a glass of liquid and a red, white, and blue striped background.",0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,"https://media.cnn.com/api/v1/images/stellar/prod/170206144051-cobb-salad-2.jpg?q=w_1110,c_fill",2024-08-10T15:54:06.722145,"A plate of salad with various ingredients, including leafy greens, avocado, bacon, cheese, and eggs.",0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://static.stacker.com/s3fs-public/styles/1280x720/s3/JunkFood87X3_0.png?token=hwou3ls7,2024-08-10T15:54:06.722145,A variety of snacks and drinks are arranged on a dark surface.,0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://bloximages.newyork1.vip.townnews.com/nashvillescene.com/content/tncms/assets/v3/editorial/3/0d/30d91be8-86c4-5b82-8fd8-db9e076de9e6/5e46e81047493.image.png,2024-08-10T15:54:06.722145,A map of a country is overlaid with various food items.,0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://qph.cf2.quoracdn.net/main-qimg-eafffac9cfc374ce91ffec184b7fdc4a-lq,2024-08-10T15:54:06.722145,A pastry filled with meat and vegetables is cut in half on a wooden surface.,0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://lh4.googleusercontent.com/proxy/BQ1jmQNBl0LlASlSiRU7NuyUyDCe69xAUU0BlxWNFv_WCE2EXE5H34VbuXAstCGHG68ukUxtFrCs7Grhp0zSNW6ZPkeWC-coYlDOqYXf6qjTQAZFYAVg6fpUFH_8Vw9Ybdu1Ez4OpcxlJzIXrDeY9hlOdL3nksVf2XNqHV0SwtBZ4pLDRVkSiMWgGIjZ10kUYNyhcyj0DRtQUzppiWa8aYBzMuAqIG3JeDar9ezy2tKTpfgMcQ3TyXitIEP6htceDOuTZu74z6NfUOUpw7U-318bruYC7K5MIdVy9wjI,2024-08-10T15:54:06.722145,A refrigerator filled with multiple rows of colorful bottles.,0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://flyista.com/sites/default/files/inline-images/amerika-yemek.jpg,2024-08-10T15:54:06.722145,"A large hamburger is shown with many toppings, along with a side of fries and a small bowl of sauce.",0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,"https://res.cloudinary.com/ybmedia/image/upload/c_crop,h_1333,w_2000,x_0,y_0/c_fill,f_auto,h_1200,q_auto,w_1600/v1/m/5/e/5e5787292f72a4dc493399cf66ba4b07c5cce87d/20-american-food-drinks-confuse-rest-world.jpg",2024-08-10T15:54:06.722145,A wooden board holds multiple bread sandwiches filled with two different spreads.,0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://assets-global.website-files.com/6508d3c7a4b4a8b87f81e11b/660c6bf5180d97f2d7803180_Hotdog%201500x908.webp,2024-08-10T15:54:06.722145,"A hand is holding a long, cylindrical food item with toppings.",0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://www.exoticca.com/_next/image?url=https%3A%2F%2Fuploads.exoticca.com%2Fen_UK%2Fdestination%2Fgastronomy%2Fburgers.png&w=3840&q=75,2024-08-10T15:54:06.722145,Two round sandwiches with various toppings on a brown surface.,0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://mediaproxy.salon.com/width/1200/https://media2.salon.com/2023/08/packing_donation_box_canned_food_1409477616.jpg,2024-08-10T15:54:06.722145,A hand is placing a metal can into a box with other cans and food.,0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://www.runawaybrit.com/wp-content/uploads/2020/05/IMG_6122-scaled.jpeg,2024-08-10T15:54:06.722145,"A plate of food with two scoops of white topping, chocolate squares, nuts, and red fruit.",0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgbmxmwji-t7X0vSHqiSQM1mInK-5t5Ad3rg&s,2024-08-10T15:54:06.722145,"A table is set with colorful drinks, fruit, and a sweet treat.",0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,"https://media.cntraveler.com/photos/5c00773601ffc86b13da246b/16:9/w_2560,c_limit/Vernick-Food-&-Drink_2018__MG_2192---Version-2.jpg",2024-08-10T15:54:06.722145,A roasted bird with yellow and green vegetables in a black dish.,0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://media.timeout.com/images/105692159/750/562/image.jpg,2024-08-10T15:54:06.722145,"A white plate contains several white, folded, food items covered in a dark red sauce with green and black bits on top.",0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://s.yimg.com/ny/api/res/1.2/8dv5w.nMMQzH5HCUeXPUDg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTQyNw--/https://media.zenfs.com/en/travel_noire_articles_954/fda5c1eefb64e8b382dfa71e81f9031b,2024-08-10T15:54:06.722145,A table is set with many different types of food.,0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://www.thedailymeal.com/img/gallery/the-best-food-and-drink-in-wisconsin-for-2019/50_Wisconsin_istock_0.jpg,2024-08-10T15:54:06.722145,"A plate of fried, breaded, and creamy food pieces.",0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://resizer.otstatic.com/v2/photos/wide-xlarge/3/47043685.jpg,2024-08-10T15:54:06.722145,"A restaurant with a wood floor, large windows and decorative pendant lights has many tables and chairs arranged in a seating area.",0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://www.wnct.com/wp-content/uploads/sites/99/2023/05/Screenshot-2023-05-15-132002.jpg?w=900,2024-08-10T15:54:06.722145,A map of a landmass with various food items located in specific regions.,0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://www.eastbaytimes.com/wp-content/uploads/2024/07/SJM-L-KADHAI2-0710-1.jpg?w=620,2024-08-10T15:54:06.722145,"A sandwich with fried filling, fried onions, and green peppers on a white plate.",0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://lp-cms-production.imgix.net/2022-10/USA-iStock-1352105687-RFC.jpeg?w=1920&auto=format&q=75,2024-08-10T15:54:06.722145,A person wearing gloves is handing three small plates of food to another person.,0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://thelistwire.usatoday.com/wp-content/uploads/sites/99/2023/12/USATSI_11769677.jpg?w=1000&h=600&crop=1,2024-08-10T15:54:06.722145,"A table is set with plates, glasses, and a centerpiece of green foliage and red berries.",0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://media.illustrationx.com/images/artist/DrewBardana/151689/crop/500/3820-151689.jpg,2024-08-10T15:54:06.722145,A variety of foods are swirling around in a white background.,0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJ_WhaQDp3H2a-AaAUiRTeUKsw3cDFepJ6Rg&s,2024-08-10T15:54:06.722145,A person in gloves is preparing plates of food with meat and vegetables.,0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://www.dailynews.com/wp-content/uploads/2019/05/OCR-L-MCDONALDS-0509-1.jpg?w=620,2024-08-10T15:54:06.722145,"Three sandwiches with different toppings and a pile of fried food are arranged on a table, each with a small flag stuck in it.",0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://laxfreight.com/wp-content/uploads/2024/02/642d479afa753046979dee97_63ceadb95747cb8ba29d5fed_food-beverages-industry.webp,2024-08-10T15:54:06.722145,"There are several round, silver containers with pull tabs in a black holder.",0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://cdn.tasteatlas.com/images/dishes/749fb51ec18e47578b54183dc2b92835.jpg?w=600,2024-08-10T15:54:06.722145,A glass of brown liquid with white topping and drizzled chocolate sits on a wooden coaster.,0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,"https://static.wixstatic.com/media/1a3c09_7fbbe2801da04540a1081e9c861c4400~mv2.jpg/v1/fill/w_560,h_1138,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/1a3c09_7fbbe2801da04540a1081e9c861c4400~mv2.jpg",2024-08-10T15:54:06.722145,"A plate of food with cooked meat, vegetables and a brown sauce.",0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://media.followthatnerd.com/wp-content/uploads/2023/08/03130810/PXL_20230427_194520542.jpg,2024-08-10T15:54:06.722145,"A plate of food contains seared fish, vegetables, and a sauce.",0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://flawless.life/wp-content/uploads/2016/11/5-migliori-locali-americani-milano-cover.jpg,2024-08-10T15:54:06.722145,Two sandwiches with fries are on a table with a container of utensils and a fabric with a pattern of alternating colors and shapes.,0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://www.travelawaits.com/wp-content/uploads/2024/07/american-heritage-chocolate-4Id4561zFz8-unsplash.jpg?resize=400%2C400,2024-08-10T15:54:06.722145,A circular pastry filled with yellow cream and decorated with green leaves and yellow wedges.,0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,"https://static.wixstatic.com/media/11062b_6561a7cef178440dbe40f57082f7789c~mv2.jpg/v1/fill/w_640,h_334,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/11062b_6561a7cef178440dbe40f57082f7789c~mv2.jpg",2024-08-10T15:54:06.722145,A person is spreading red sauce on a circular dough.,0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://www.telegraph.co.uk/content/dam/food-and-drink/2020/06/29/fish-slider_trans_NvBQzQNjv4BqfTCWBQ5pcVqNtVYH0DiOssLZq-j_VIcNfiYtpwBx7zI.png,2024-08-10T15:54:06.722145,A person holds a plate with a large sandwich on it and a small flag behind it.,0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://www.traveltalktours.com/wp-content/uploads/2023/06/wu-yi-9ds9FNzUEwM-unsplash-1024x683.jpg,2024-08-10T15:54:06.722145,A glass of liquid with ice and garnish sits on a wooden surface in front of a blurred background of lights.,0,0,0,0,0,,2024-08-11T16:23:26.134750
FOOD,US,https://www.thedailymeal.com/img/gallery/20-foods-that-were-invented-in-america-upgrade/l-intro-1694120856.jpg,2024-08-10T15:54:06.722145,"A large sandwich with a meat patty, cheese, vegetables, and a flag is sitting on a wooden surface.",0,0,0,0,0,,2024-08-11T16:23:26.134750
